Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-03-30,Delhi,India,199,125.2,92.9,88.2,10.7,4.17,177.4,32.8,21,9.2
2024-03-30,Paris,France,86,147.5,217.1,70.9,46.5,5.15,160.9,13.1,55,10.2
2024-03-30,São Paulo,Brazil,104,233.8,290.6,33.4,16.6,8.88,92.6,28.2,69,14.2
2024-03-30,Cairo,Egypt,87,222.1,50.0,69.2,11.3,9.08,121.4,8.9,60,11.7
2024-03-31,New York,USA,255,84.3,289.8,39.5,33.4,9.9,120.7,-5.4,42,0.8
2024-03-31,Los Angeles,USA,237,29.5,276.0,50.6,33.2,3.03,123.7,7.2,30,12.5
2024-03-31,Delhi,India,74,19.1,51.7,13.2,47.0,4.82,121.3,32.1,26,6.0
2024-03-31,Paris,France,31,165.1,251.5,90.8,40.7,6.61,175.9,14.4,30,4.4
2024-03-31,São Paulo,Brazil,291,219.6,207.6,53.7,20.7,7.45,161.4,19.2,59,11.7
2024-03-31,Cairo,Egypt,251,50.5,227.7,90.1,48.3,6.18,159.1,24.4,49,5.6
2024-04-01,New York,USA,116,64.5,227.1,22.0,34.6,5.57,167.4,24.5,87,2.1
2024-04-01,Los Angeles,USA,172,69.2,54.8,65.2,22.6,5.71,140.6,38.8,73,7.1
2024-04-01,Delhi,India,124,200.5,288.5,11.6,32.5,7.05,197.4,2.7,75,11.8
2024-04-01,Paris,France,142,177.2,297.2,98.4,2.9,6.68,107.0,3.2,88,14.2
2024-04-01,São Paulo,Brazil,39,5.1,150.1,61.1,7.8,9.65,126.7,-0.9,47,5.7
2024-04-01,Cairo,Egypt,261,217.3,237.1,50.7,6.2,5.34,195.3,-5.3,85,5.8
2024-04-02,New York,USA,83,139.1,117.2,71.8,47.8,5.66,195.1,-0.7,42,5.7
2024-04-02,Los Angeles,USA,41,102.4,185.8,54.0,37.7,8.38,187.1,0.2,32,5.1
2024-04-02,Delhi,India,128,180.2,268.3,62.7,27.3,4.28,194.0,4.0,58,6.1
2024-04-02,Paris,France,109,43.1,127.4,36.1,14.8,2.05,195.9,30.4,72,1.9
2024-04-02,São Paulo,Brazil,58,193.6,291.9,98.9,24.9,2.6,171.5,-7.8,34,7.4
2024-04-02,Cairo,Egypt,180,7.6,258.6,64.1,46.2,4.08,141.1,5.3,70,8.4
2024-04-03,New York,USA,130,194.6,251.4,93.3,10.0,1.38,40.2,-5.2,28,0.6
2024-04-03,Los Angeles,USA,272,161.3,268.2,10.5,50.0,9.39,86.2,-4.8,59,1.2
2024-04-03,Delhi,India,180,119.7,51.4,75.3,45.7,1.02,149.3,30.2,27,10.6
2024-04-03,Paris,France,213,79.3,37.7,99.8,5.1,7.26,160.0,2.9,57,1.6
2024-04-03,São Paulo,Brazil,63,164.5,76.0,97.7,37.8,6.92,123.4,-1.2,59,7.1
2024-04-03,Cairo,Egypt,190,121.6,223.1,63.5,38.6,8.5,53.6,2.3,69,1.1
2024-04-04,New York,USA,119,19.4,18.6,84.5,31.1,7.33,171.6,-9.2,40,6.6
2024-04-04,Los Angeles,USA,251,205.1,143.1,61.1,37.2,9.75,87.9,3.2,50,4.6
2024-04-04,Delhi,India,268,216.0,118.2,52.8,22.0,2.35,132.1,37.9,48,11.0
2024-04-04,Paris,France,195,22.2,73.0,76.2,20.1,2.41,27.7,4.9,66,14.5
2024-04-04,São Paulo,Brazil,266,20.7,172.4,67.5,7.9,9.36,64.5,-1.1,61,8.2
2024-04-04,Cairo,Egypt,141,68.4,289.5,58.8,19.5,3.39,91.6,13.1,64,13.6
2024-04-05,New York,USA,214,58.7,217.0,69.9,27.1,8.23,59.7,13.8,17,9.4
2024-04-05,Los Angeles,USA,173,195.8,272.4,13.0,25.4,9.02,193.8,32.5,65,14.8
2024-04-05,Delhi,India,174,167.3,44.0,81.2,21.1,8.71,144.2,12.3,65,8.8
2024-04-05,Paris,France,278,26.7,110.2,27.9,4.5,8.93,24.2,-2.6,80,2.9
2024-04-05,São Paulo,Brazil,144,64.1,167.7,38.7,34.1,2.35,30.0,38.5,78,4.1
2024-04-05,Cairo,Egypt,242,175.7,150.6,58.0,30.1,3.34,157.3,31.5,35,10.4
2024-04-06,New York,USA,144,177.6,36.1,94.2,10.1,9.65,165.7,4.1,40,6.3
2024-04-06,Los Angeles,USA,136,223.0,79.1,57.8,30.0,1.65,153.9,-3.1,41,1.3
2024-04-06,Delhi,India,258,146.4,107.5,72.5,34.3,1.58,183.5,23.0,76,1.5
2024-04-06,Paris,France,135,64.6,129.7,21.3,10.6,3.02,87.1,1.5,87,8.2
2024-04-06,São Paulo,Brazil,167,38.9,43.4,94.7,3.0,8.38,187.3,32.2,17,10.5
2024-04-06,Cairo,Egypt,141,225.5,282.8,94.9,6.6,8.68,10.3,15.4,37,12.4
2024-04-07,New York,USA,123,190.4,118.3,96.8,46.9,9.84,99.3,28.8,76,1.9
2024-04-07,Los Angeles,USA,127,225.2,66.1,62.1,16.9,3.56,105.3,11.3,84,14.7
2024-04-07,Delhi,India,47,114.7,193.6,67.5,11.3,5.89,136.2,-2.3,60,13.7
2024-04-07,Paris,France,211,164.8,62.6,27.6,17.9,5.03,46.1,-8.8,87,12.3
2024-04-07,São Paulo,Brazil,126,37.0,192.5,72.2,8.1,6.78,83.7,30.5,86,7.3
2024-04-07,Cairo,Egypt,37,126.9,162.4,77.0,37.4,2.57,193.2,-2.4,53,1.8
2024-04-08,New York,USA,184,134.6,13.3,37.5,12.7,8.75,23.6,-0.8,21,12.3
2024-04-08,Los Angeles,USA,203,118.4,295.1,95.1,40.4,5.75,91.0,32.4,53,8.2
2024-04-08,Delhi,India,80,32.1,29.7,71.9,49.9,3.07,127.3,29.1,81,9.0
2024-04-08,Paris,France,136,221.5,36.7,89.1,16.3,0.85,181.8,36.2,83,9.3
2024-04-08,São Paulo,Brazil,141,237.5,141.2,80.4,37.3,2.38,97.5,20.9,72,13.4
2024-04-08,Cairo,Egypt,112,185.2,140.7,61.9,49.7,1.22,139.7,30.7,22,8.5
2024-04-09,New York,USA,163,147.1,286.4,15.3,8.2,4.35,63.8,34.3,46,3.8
2024-04-09,Los Angeles,USA,268,58.0,13.5,25.1,33.1,3.2,158.5,4.0,74,1.7
2024-04-09,Delhi,India,104,172.1,260.2,90.2,5.0,9.13,19.6,2.5,87,1.9
2024-04-09,Paris,France,165,127.4,65.7,69.5,15.9,5.1,167.2,-2.7,82,4.9
2024-04-09,São Paulo,Brazil,81,229.4,75.6,62.5,5.5,1.54,30.6,37.2,75,8.2
2024-04-09,Cairo,Egypt,101,27.7,206.4,65.9,8.1,6.59,57.1,-4.2,43,1.8
2024-04-10,New York,USA,277,200.5,242.1,87.9,39.5,1.53,72.7,33.1,38,3.8
2024-04-10,Los Angeles,USA,232,109.9,291.1,35.6,49.0,7.62,10.1,25.0,22,4.2
2024-04-10,Delhi,India,37,37.4,91.3,69.5,33.0,2.86,26.5,31.9,82,10.6
2024-04-10,Paris,France,275,216.2,200.5,44.6,26.8,4.12,57.7,-6.4,41,12.9
2024-04-10,São Paulo,Brazil,231,70.1,142.7,55.9,42.6,3.36,86.3,39.5,18,0.5
2024-04-10,Cairo,Egypt,138,110.5,76.2,70.1,46.5,8.87,127.6,7.5,69,14.2
2024-04-11,New York,USA,61,79.4,221.9,79.7,29.5,0.93,91.4,34.3,33,14.4
2024-04-11,Los Angeles,USA,103,225.9,101.9,14.8,5.8,9.71,66.1,36.3,19,4.8
2024-04-11,Delhi,India,276,116.8,106.3,86.8,3.7,7.15,104.4,25.6,76,3.8
2024-04-11,Paris,France,255,202.1,81.7,54.5,37.3,1.97,83.5,36.2,59,14.1
2024-04-11,São Paulo,Brazil,141,53.3,293.7,11.6,27.0,2.47,95.5,9.0,66,6.4
2024-04-11,Cairo,Egypt,124,202.1,179.3,62.2,34.9,3.61,79.3,10.5,86,4.7
2024-04-12,New York,USA,289,110.4,19.7,31.8,42.3,7.97,48.0,3.1,49,15.0
2024-04-12,Los Angeles,USA,298,10.5,99.6,81.0,17.1,2.09,189.7,-1.6,63,13.3
2024-04-12,Delhi,India,215,161.6,296.5,69.1,46.6,0.2,133.7,24.8,76,1.0
2024-04-12,Paris,France,259,32.9,144.0,22.7,9.9,2.54,65.2,12.3,88,6.0
2024-04-12,São Paulo,Brazil,241,27.2,145.7,46.6,31.9,8.57,12.7,20.8,80,11.4
2024-04-12,Cairo,Egypt,49,116.0,78.7,73.7,11.8,0.3,18.6,22.2,73,15.0
2024-04-13,New York,USA,89,100.1,109.5,95.9,4.1,5.95,59.0,24.0,22,7.3
2024-04-13,Los Angeles,USA,160,186.4,222.9,71.8,26.9,8.72,99.8,22.7,69,4.5
2024-04-13,Delhi,India,81,101.0,25.0,40.8,13.9,2.86,91.3,-1.7,57,13.1
2024-04-13,Paris,France,102,38.7,118.9,89.3,30.5,7.8,56.8,11.9,55,14.2
2024-04-13,São Paulo,Brazil,203,209.2,239.2,83.2,8.2,1.73,78.9,39.6,61,2.1
2024-04-13,Cairo,Egypt,107,186.9,57.4,60.3,41.0,8.03,15.4,-7.7,44,6.2
2024-04-14,New York,USA,93,87.6,207.9,54.8,48.6,5.61,161.3,15.6,20,13.9
2024-04-14,Los Angeles,USA,37,237.1,288.9,27.5,40.4,0.63,164.3,7.9,26,5.6
2024-04-14,Delhi,India,167,117.1,34.1,20.3,41.1,7.41,165.9,17.2,48,10.4
2024-04-14,Paris,France,137,114.2,140.5,10.1,41.7,5.02,38.1,-9.2,30,8.2
2024-04-14,São Paulo,Brazil,77,111.9,98.7,37.0,4.4,5.9,191.8,-2.8,79,10.1
2024-04-14,Cairo,Egypt,176,167.5,124.9,92.5,14.3,7.11,84.1,15.7,61,10.6
2024-04-15,New York,USA,87,52.5,280.3,96.3,25.9,8.52,70.7,7.6,66,5.1
2024-04-15,Los Angeles,USA,85,47.8,277.0,28.1,31.7,3.36,13.6,11.4,33,6.9
2024-04-15,Delhi,India,131,14.9,265.6,24.2,27.0,6.54,185.8,-5.3,38,6.2
2024-04-15,Paris,France,199,82.4,10.9,19.6,45.2,0.18,97.7,11.5,28,1.9
2024-04-15,São Paulo,Brazil,225,45.4,180.0,9.3,31.7,8.88,153.0,24.9,89,7.8
2024-04-15,Cairo,Egypt,155,213.7,47.9,13.9,8.3,1.58,126.0,6.5,14,5.3
2024-04-16,New York,USA,269,136.4,19.6,18.7,20.8,0.94,162.9,4.5,90,4.9
2024-04-16,Los Angeles,USA,141,167.7,149.2,83.3,27.9,9.13,79.2,-2.6,48,13.7
2024-04-16,Delhi,India,40,233.8,164.5,51.5,25.8,1.41,73.8,-7.5,52,12.2
2024-04-16,Paris,France,195,40.2,211.7,59.0,9.2,0.45,40.6,27.2,58,12.8
2024-04-16,São Paulo,Brazil,232,205.1,294.0,25.2,19.4,5.9,97.7,36.0,13,7.0
2024-04-16,Cairo,Egypt,188,201.3,11.1,31.6,18.1,4.94,139.0,-3.6,25,7.0
2024-04-17,New York,USA,270,243.3,212.9,66.3,27.9,0.51,101.9,-1.8,12,12.2
2024-04-17,Los Angeles,USA,147,198.2,117.0,21.3,36.5,6.06,186.9,1.6,35,8.6
2024-04-17,Delhi,India,291,126.0,252.5,37.4,36.0,1.58,148.8,26.3,43,7.8
2024-04-17,Paris,France,288,143.7,269.8,9.4,2.3,8.89,172.7,7.2,33,2.7
2024-04-17,São Paulo,Brazil,54,40.2,33.3,87.6,31.2,6.6,11.4,33.0,17,8.1
2024-04-17,Cairo,Egypt,127,111.4,124.5,53.4,25.7,3.07,107.3,22.7,68,13.7
2024-04-18,New York,USA,128,11.9,196.0,48.3,6.2,8.58,89.8,7.7,66,12.3
2024-04-18,Los Angeles,USA,89,166.1,31.3,6.0,36.2,4.21,160.8,22.0,87,1.6
2024-04-18,Delhi,India,170,121.2,283.5,80.8,13.5,1.46,185.6,3.0,34,4.2
2024-04-18,Paris,France,126,204.9,229.5,38.6,34.0,7.79,26.5,-7.5,34,1.2
2024-04-18,São Paulo,Brazil,143,64.6,13.9,46.7,47.3,2.46,190.3,30.9,48,8.6
2024-04-18,Cairo,Egypt,266,175.6,214.1,46.9,21.2,3.2,59.8,-0.5,32,7.5
2024-04-19,New York,USA,188,12.5,67.2,80.8,27.3,0.53,172.0,-4.2,28,12.2
2024-04-19,Los Angeles,USA,71,137.4,246.7,6.4,49.7,3.8,164.6,27.6,51,13.5
2024-04-19,Delhi,India,271,190.8,218.0,91.0,13.7,7.01,191.8,6.7,71,1.4
2024-04-19,Paris,France,161,9.5,239.5,53.8,38.6,2.81,51.3,17.2,61,13.9
2024-04-19,São Paulo,Brazil,165,77.5,122.6,69.6,12.2,6.91,22.7,27.5,28,2.1
2024-04-19,Cairo,Egypt,42,22.9,131.4,52.7,4.0,8.04,127.2,25.8,65,7.1
2024-04-20,New York,USA,72,50.2,211.7,31.7,37.0,2.91,155.2,23.9,33,8.9
2024-04-20,Los Angeles,USA,203,184.2,84.0,95.9,46.2,7.29,49.0,34.9,20,1.4
2024-04-20,Delhi,India,167,164.4,202.1,36.8,31.4,1.08,197.1,6.3,45,2.9
2024-04-20,Paris,France,198,238.9,132.0,37.3,16.4,1.39,162.4,15.0,69,3.2
2024-04-20,São Paulo,Brazil,276,77.4,297.1,36.1,38.0,6.43,141.9,17.1,90,13.7
2024-04-20,Cairo,Egypt,93,217.4,95.8,75.2,49.8,2.03,50.7,6.2,87,8.8
2024-04-21,New York,USA,141,223.3,138.4,65.4,12.8,6.06,150.6,32.8,42,5.4
2024-04-21,Los Angeles,USA,234,40.9,146.5,71.7,6.6,7.87,175.5,11.4,33,7.8
2024-04-21,Delhi,India,123,57.4,34.2,43.0,45.2,2.03,45.6,-4.1,34,13.5
2024-04-21,Paris,France,72,115.9,214.6,50.5,38.4,0.99,124.8,0.1,57,6.5
2024-04-21,São Paulo,Brazil,243,52.1,120.9,8.5,13.3,6.06,128.1,-7.1,39,5.9
2024-04-21,Cairo,Egypt,51,123.5,97.6,70.0,13.9,0.54,33.9,38.2,53,15.0
2024-04-22,New York,USA,152,6.2,216.8,62.4,37.0,7.52,112.3,12.1,45,6.1
2024-04-22,Los Angeles,USA,101,172.2,116.1,67.6,18.4,1.26,26.3,10.7,30,9.0
2024-04-22,Delhi,India,114,199.4,47.3,80.5,40.7,7.74,181.4,32.1,60,5.1
2024-04-22,Paris,France,149,137.4,25.4,88.7,16.8,4.0,33.6,29.4,65,6.6
2024-04-22,São Paulo,Brazil,199,144.7,76.3,22.4,11.3,6.78,49.0,13.5,52,6.2
2024-04-22,Cairo,Egypt,51,160.6,167.5,70.6,15.8,2.7,23.8,26.5,14,6.7
2024-04-23,New York,USA,89,221.0,10.8,99.3,20.2,8.39,60.3,-3.0,35,3.7
2024-04-23,Los Angeles,USA,210,46.2,87.3,12.0,15.2,8.58,167.2,38.0,42,13.4
2024-04-23,Delhi,India,201,13.4,62.5,18.5,18.1,7.07,12.5,2.8,45,8.1
2024-04-23,Paris,France,149,113.3,257.7,31.7,15.1,7.42,63.5,10.7,31,10.8
2024-04-23,São Paulo,Brazil,216,72.0,75.6,46.9,2.9,6.04,20.5,32.0,23,12.7
2024-04-23,Cairo,Egypt,52,90.3,192.5,26.2,36.0,5.6,112.7,6.7,20,4.6
2024-04-24,New York,USA,242,44.3,24.9,95.3,45.2,4.08,188.0,0.1,65,12.8
2024-04-24,Los Angeles,USA,242,227.4,74.1,76.5,38.6,6.23,154.4,34.5,57,9.2
2024-04-24,Delhi,India,82,5.9,55.9,60.1,29.3,0.62,178.0,-1.2,48,14.4
2024-04-24,Paris,France,261,191.5,61.9,33.2,30.3,8.05,41.1,3.5,79,3.7
2024-04-24,São Paulo,Brazil,58,106.8,176.7,89.0,37.4,8.08,100.6,-8.4,90,11.5
2024-04-24,Cairo,Egypt,172,94.6,38.5,24.7,45.0,6.14,72.8,-3.0,66,3.2
2024-04-25,New York,USA,46,75.4,73.1,71.2,45.1,0.99,35.6,17.8,22,2.0
2024-04-25,Los Angeles,USA,180,208.0,272.4,66.7,11.4,1.9,43.7,17.6,26,5.4
2024-04-25,Delhi,India,78,46.4,278.2,67.9,24.6,5.2,81.6,0.3,67,4.7
2024-04-25,Paris,France,98,240.1,182.8,65.2,5.1,2.62,60.5,19.0,25,14.7
2024-04-25,São Paulo,Brazil,100,37.1,181.4,85.6,36.9,7.64,51.9,-1.5,77,12.0
2024-04-25,Cairo,Egypt,166,118.9,119.8,17.6,25.2,8.06,82.8,1.2,89,1.5
2024-04-26,New York,USA,288,177.4,277.4,10.0,46.3,0.52,107.9,10.9,27,4.8
2024-04-26,Los Angeles,USA,219,222.0,220.5,60.7,3.6,6.88,112.8,25.8,46,10.0
2024-04-26,Delhi,India,273,107.6,138.7,6.7,40.3,2.39,111.4,-3.0,76,14.5
2024-04-26,Paris,France,182,42.9,28.0,7.9,45.8,9.7,116.1,11.1,12,12.8
2024-04-26,São Paulo,Brazil,173,213.9,163.4,52.6,35.8,0.86,170.2,21.9,23,4.4
2024-04-26,Cairo,Egypt,129,123.3,163.8,53.5,41.5,3.73,191.3,30.0,79,11.1
2024-04-27,New York,USA,62,162.9,125.8,72.7,3.4,4.28,118.4,-6.8,57,1.0
2024-04-27,Los Angeles,USA,61,185.9,236.6,77.7,9.8,3.25,155.6,31.4,42,3.3
2024-04-27,Delhi,India,179,127.7,299.8,48.0,5.0,0.83,105.3,34.3,85,13.7
2024-04-27,Paris,France,248,160.8,124.8,18.7,45.0,9.94,38.1,-5.0,69,2.9
2024-04-27,São Paulo,Brazil,91,200.1,170.8,85.7,10.8,2.86,72.7,10.4,30,2.3
2024-04-27,Cairo,Egypt,73,10.6,239.6,64.0,32.4,9.49,79.8,14.5,40,3.4
2024-04-28,New York,USA,228,77.3,41.9,84.2,33.2,2.79,83.9,-7.7,67,12.9
2024-04-28,Los Angeles,USA,181,193.7,29.0,62.6,38.1,1.51,186.0,21.9,43,12.2
2024-04-28,Delhi,India,287,210.2,215.3,40.2,32.2,0.51,143.6,19.1,62,3.7
2024-04-28,Paris,France,148,244.6,158.1,99.0,34.9,7.75,80.5,1.4,57,12.2
2024-04-28,São Paulo,Brazil,55,87.5,14.2,71.3,22.6,9.18,83.8,19.8,15,0.8
2024-04-28,Cairo,Egypt,273,59.0,52.4,48.8,46.2,5.89,46.2,15.8,68,14.5
2024-04-29,New York,USA,123,145.1,107.7,29.6,49.8,9.94,143.8,25.1,11,12.5
2024-04-29,Los Angeles,USA,137,43.3,66.5,29.8,33.5,4.98,106.6,31.3,51,11.0
2024-04-29,Delhi,India,83,141.0,118.5,25.2,26.0,0.77,70.3,30.7,42,3.2
2024-04-29,Paris,France,100,191.3,18.3,51.3,32.6,2.57,132.3,-2.4,69,3.6
2024-04-29,São Paulo,Brazil,152,180.3,271.3,13.6,43.4,4.35,15.6,9.0,51,2.3
2024-04-29,Cairo,Egypt,223,161.3,298.0,97.8,36.2,6.92,145.6,3.6,72,13.1
2024-04-30,New York,USA,78,223.5,190.6,54.0,27.5,0.15,37.8,24.3,25,8.9
2024-04-30,Los Angeles,USA,142,22.0,126.4,79.8,39.9,4.06,191.0,15.9,85,7.4
2024-04-30,Delhi,India,173,97.5,94.3,61.4,5.8,8.91,50.4,14.4,79,10.3
2024-04-30,Paris,France,125,113.4,171.6,11.7,31.8,6.56,196.1,-0.7,44,2.1
2024-04-30,São Paulo,Brazil,35,183.7,231.3,12.9,6.3,3.29,189.6,32.1,45,0.9
2024-04-30,Cairo,Egypt,99,220.2,278.4,69.0,11.7,4.18,94.7,24.6,56,11.2
2024-05-01,New York,USA,61,10.7,198.3,49.2,36.9,9.18,35.4,1.5,80,4.0
2024-05-01,Los Angeles,USA,104,163.9,204.1,57.1,8.6,6.84,80.8,31.3,45,14.1
2024-05-01,Delhi,India,207,48.9,181.2,18.9,41.3,2.97,194.7,28.7,33,14.9
2024-05-01,Paris,France,236,78.0,178.6,33.0,20.0,0.19,119.3,3.2,74,10.2
2024-05-01,São Paulo,Brazil,251,229.7,53.0,87.5,15.3,6.63,178.6,16.6,88,6.3
2024-05-01,Cairo,Egypt,179,175.7,142.1,57.8,7.2,6.18,102.5,-9.9,70,14.0
2024-05-02,New York,USA,190,63.4,58.6,22.2,21.5,9.95,134.9,2.8,65,2.0
2024-05-02,Los Angeles,USA,215,241.3,162.7,22.8,24.6,1.88,25.4,12.5,27,0.9
2024-05-02,Delhi,India,224,144.2,275.1,15.6,12.0,3.96,13.0,28.8,79,4.8
2024-05-02,Paris,France,38,167.7,274.1,90.3,45.3,7.52,121.3,1.7,90,6.7
2024-05-02,São Paulo,Brazil,159,63.3,225.4,68.4,49.3,6.08,111.2,-8.6,25,4.3
2024-05-02,Cairo,Egypt,113,173.8,86.4,79.9,18.0,6.96,158.7,33.9,25,13.0
2024-05-03,New York,USA,109,134.6,109.1,37.5,10.4,8.11,196.6,21.4,70,5.0
2024-05-03,Los Angeles,USA,229,146.7,14.5,60.9,39.2,6.39,149.0,36.1,18,8.7
2024-05-03,Delhi,India,34,180.7,175.2,93.6,32.7,3.89,128.7,15.5,41,2.0
2024-05-03,Paris,France,125,195.9,149.6,41.0,5.5,4.08,69.0,37.0,32,2.5
2024-05-03,São Paulo,Brazil,113,103.3,263.9,76.0,36.6,6.86,142.2,-2.9,52,12.3
2024-05-03,Cairo,Egypt,206,21.2,62.2,64.5,17.0,5.26,93.5,20.7,34,8.6
2024-05-04,New York,USA,224,99.6,267.2,76.4,16.6,5.25,113.0,-8.8,61,4.7
2024-05-04,Los Angeles,USA,171,21.6,24.7,33.8,25.0,2.24,27.8,2.6,52,12.1
2024-05-04,Delhi,India,167,7.0,216.1,36.8,12.8,4.14,98.9,28.5,11,4.6
2024-05-04,Paris,France,39,13.7,182.6,69.2,17.7,9.68,15.6,37.3,85,1.1
2024-05-04,São Paulo,Brazil,150,152.7,270.8,58.4,49.7,7.97,186.2,10.8,85,2.3
2024-05-04,Cairo,Egypt,86,61.0,239.8,70.5,2.3,3.32,170.4,33.6,13,10.8
2024-05-05,New York,USA,259,14.5,149.3,28.6,3.6,9.64,155.3,3.2,23,7.6
2024-05-05,Los Angeles,USA,130,245.0,197.2,31.1,12.4,8.19,144.8,39.4,55,4.7
2024-05-05,Delhi,India,180,130.4,297.1,58.8,3.5,2.0,166.7,2.9,87,6.0
2024-05-05,Paris,France,46,172.6,206.3,32.4,3.8,4.42,120.6,10.6,15,4.6
2024-05-05,São Paulo,Brazil,48,217.7,249.0,53.2,32.1,3.28,186.7,12.2,85,6.9
2024-05-05,Cairo,Egypt,154,249.1,116.1,39.1,8.2,1.14,40.9,7.9,41,12.5
2024-05-06,New York,USA,173,49.0,49.7,34.9,47.7,3.62,43.3,8.2,40,6.4
2024-05-06,Los Angeles,USA,41,63.1,83.5,62.8,36.0,8.84,142.9,37.5,83,5.7
2024-05-06,Delhi,India,246,174.3,196.0,79.2,25.5,6.43,170.3,15.2,85,13.7
2024-05-06,Paris,France,53,121.4,34.9,13.9,28.5,4.56,33.0,36.9,82,13.0
2024-05-06,São Paulo,Brazil,140,215.4,177.8,53.0,5.3,2.23,167.0,33.0,39,9.6
2024-05-06,Cairo,Egypt,75,246.1,245.1,59.0,48.4,9.5,71.7,-6.8,85,11.9
2024-05-07,New York,USA,171,225.2,79.5,81.5,44.5,7.04,175.0,29.8,57,8.0
2024-05-07,Los Angeles,USA,75,17.4,85.9,8.7,28.0,2.54,183.9,-4.8,68,5.2
2024-05-07,Delhi,India,178,124.1,163.2,96.7,26.5,8.13,107.4,25.1,63,11.2
2024-05-07,Paris,France,120,201.0,228.5,54.4,19.8,1.8,173.9,6.6,50,2.0
2024-05-07,São Paulo,Brazil,252,142.5,214.8,67.6,11.5,9.39,165.4,30.7,10,14.6
2024-05-07,Cairo,Egypt,142,92.9,192.5,57.9,24.8,7.69,42.6,0.1,74,1.1
2024-05-08,New York,USA,221,228.1,99.3,94.7,4.9,6.84,117.4,26.6,43,6.2
2024-05-08,Los Angeles,USA,203,207.0,287.5,26.4,17.8,4.14,65.7,7.9,44,1.5
2024-05-08,Delhi,India,66,27.4,220.7,69.9,43.9,2.3,187.7,-3.6,52,12.8
2024-05-08,Paris,France,67,189.2,296.6,95.1,4.2,6.07,93.9,29.6,52,10.6
2024-05-08,São Paulo,Brazil,123,97.3,72.8,84.3,6.7,9.25,71.1,35.4,61,8.6
2024-05-08,Cairo,Egypt,233,155.5,291.5,79.5,44.7,8.21,64.6,18.7,23,4.1
2024-05-09,New York,USA,200,235.8,99.7,41.2,37.5,3.2,63.4,31.6,36,4.5
2024-05-09,Los Angeles,USA,41,119.3,170.5,13.8,6.7,1.19,19.7,-9.5,86,8.6
2024-05-09,Delhi,India,169,8.5,204.1,49.2,27.3,3.3,64.3,17.2,87,5.8
2024-05-09,Paris,France,89,217.7,238.7,69.1,18.0,3.69,170.6,38.0,30,5.8
2024-05-09,São Paulo,Brazil,132,167.0,238.9,7.5,6.5,8.06,124.8,38.9,16,8.9
2024-05-09,Cairo,Egypt,249,111.4,101.2,6.0,2.6,4.59,191.1,28.9,31,2.6
2024-05-10,New York,USA,254,185.8,98.1,82.9,40.2,3.05,13.3,33.2,43,13.4
2024-05-10,Los Angeles,USA,241,84.9,272.9,90.3,48.1,1.43,168.0,21.2,70,3.0
2024-05-10,Delhi,India,260,107.0,41.0,33.4,12.5,4.1,88.6,33.9,17,4.4
2024-05-10,Paris,France,57,59.3,103.9,6.4,12.6,7.97,44.9,38.5,86,4.4
2024-05-10,São Paulo,Brazil,63,232.8,93.0,30.5,39.5,7.78,193.5,5.4,15,4.9
2024-05-10,Cairo,Egypt,139,128.1,263.3,64.6,8.6,1.53,162.9,5.6,14,14.9
2024-05-11,New York,USA,143,234.9,213.9,39.5,28.9,2.83,198.3,4.1,86,1.7
2024-05-11,Los Angeles,USA,97,169.7,175.4,68.8,34.2,7.75,37.7,37.9,64,5.5
2024-05-11,Delhi,India,101,174.9,166.8,94.2,6.3,1.16,180.7,19.9,46,7.0
2024-05-11,Paris,France,105,56.9,71.4,88.8,48.2,4.92,88.7,23.9,25,11.0
2024-05-11,São Paulo,Brazil,260,44.6,86.0,43.1,35.5,2.44,75.1,17.6,61,1.5
2024-05-11,Cairo,Egypt,201,192.8,38.0,23.3,35.1,1.64,62.9,30.5,16,1.3
2024-05-12,New York,USA,205,44.1,207.3,33.4,37.0,8.38,79.8,35.7,42,1.7
2024-05-12,Los Angeles,USA,204,86.1,228.7,56.7,21.8,5.51,137.7,28.6,52,7.8
2024-05-12,Delhi,India,214,115.2,279.6,43.5,5.4,8.32,67.5,6.4,44,5.7
2024-05-12,Paris,France,42,169.0,123.3,55.9,26.8,3.08,91.2,15.3,27,7.4
2024-05-12,São Paulo,Brazil,234,212.5,125.8,81.2,32.1,3.63,45.0,26.5,50,1.3
2024-05-12,Cairo,Egypt,201,102.8,143.1,57.7,4.0,4.17,92.6,7.6,60,10.4
2024-05-13,New York,USA,140,52.1,202.8,76.4,12.0,5.34,118.9,5.4,11,4.0
2024-05-13,Los Angeles,USA,88,17.8,272.4,46.5,44.5,9.61,39.1,10.9,27,8.3
2024-05-13,Delhi,India,281,123.4,46.8,98.6,4.3,2.43,97.0,27.6,35,4.7
2024-05-13,Paris,France,98,234.8,24.0,99.4,4.3,1.1,195.0,23.5,46,3.3
2024-05-13,São Paulo,Brazil,236,7.8,294.1,12.3,40.9,4.02,115.9,2.8,31,4.2
2024-05-13,Cairo,Egypt,126,16.7,55.9,34.1,34.4,8.93,92.2,10.4,86,6.6
2024-05-14,New York,USA,110,248.9,121.6,29.5,23.8,1.84,170.7,25.5,47,7.7
